ID,Ime,TrznaVrednost,Starost,Visina,Drzavljanstvo,MocnejsaNoga,Liga
91970,Juan Cuadrado,16.0,33,176,Colombia,right,IT1
92469,Matt Ritchie,3.0,31,173,Scotland,left,GB1
92571,Aaron Cresswell,5.0,31,170,England,left,GB1
92572,Joel Ward,2.5,31,186,England,right,GB1
92693,Darío Benedetto,7.0,31,177,Argentina,both,ES1
92738,Mateusz Klich,4.0,31,183,Poland,right,GB1
92899,Marvin Zeegelaar,1.2,31,186,Netherlands,left,IT1
92947,Sergi Gómez,3.0,29,185,Spain,right,ES1
93128,Kalidou Koulibaly,48.0,30,187,Senegal,right,IT1
93604,Lukas Kübler,1.5,28,181,Germany,right,L1
93704,Josuha Guilavogui,5.0,30,188,France,right,L1
93707,Christian Günter,12.0,28,185,Germany,left,L1
93720,Alexandre Lacazette,28.0,30,176,France,right,GB1
93726,Paul Lasne,1.0,32,186,France,left,FR1
93730,Alexandre Letellier,0.4,30,193,France,right,FR1
93740,Willi Orban,16.0,28,186,Hungary,right,L1
93747,Yacine Qasmi,0.8,30,183,Morocco,left,ES1
93747,Yacine Qasmi,0.8,30,183,Morocco,left,ES1
93763,Alexander Schwolow,5.0,29,190,Germany,right,L1
93831,Tom Trybull,1.8,28,181,Germany,right,GB1
93837,Tom Weilandt,0.35,29,186,Germany,right,L1
93922,Erik Durm,2.5,29,183,Germany,right,L1
93936,Kike García,2.8,31,186,Spain,right,ES1
94005,Sead Kolasinac,6.5,28,183,Bosnia-Herzegovina,left,GB1
94201,Robin Knoche,7.5,29,190,Germany,right,L1
94307,Filip Djuricic,9.0,29,181,Serbia,right,IT1
94308,Marko Dmitrovic,8.0,29,194,Serbia,left,ES1
94529,Stephan El Shaarawy,7.0,28,178,Italy,right,IT1
94771,Andreas Voglsammer,1.7,29,178,Germany,right,L1
95424,Kyle Walker,28.0,31,183,England,right,GB1
95641,Darko Brasanac,1.8,29,178,Serbia,right,ES1
95732,Martin Braithwaite,9.0,30,177,Denmark,right,ES1
95810,Kieran Trippier,20.0,30,173,England,right,ES1
95963,Germán Sánchez,0.8,34,187,Spain,right,ES1
95976,Alex McCarthy,5.0,31,193,England,right,GB1
96167,Amin Younes,10.0,28,168,Germany,right,L1
96254,Pietro Terracciano,0.8,31,193,Italy,right,IT1
96341,Romelu Lukaku,100.0,28,191,Belgium,left,GB1
96630,Ante Coric,0.7,24,176,Croatia,both,IT1
96718,Óscar de Marcos,2.0,32,182,Spain,right,ES1
96806,Jacopo Sala,0.5,29,181,Italy,right,IT1
96828,Simone Zaza,3.0,30,186,Italy,left,IT1
98240,Ciaran Clark,3.0,31,188,Ireland,left,GB1
98322,Denis Cheryshev,3.5,30,179,Russia,left,ES1
98349,Romain Hamouma,1.5,34,179,France,right,FR1
98596,John Guidetti,1.2,29,185,Sweden,right,ES1
99180,Federico Santander,1.5,30,187,Paraguay,right,IT1
99189,Pelé,2.0,29,182,Guinea-Bissau,right,FR1
99235,Niccolò Giannetti,0.25,30,181,Italy,right,IT1
99331,Jannik Vestergaard,18.0,29,199,Denmark,both,GB1
99343,Ander Herrera,13.0,32,182,Spain,right,FR1
99352,Rubén Pardo,2.4,28,181,Spain,right,FR1
99353,Portu,20.0,29,167,Spain,right,ES1
99397,Karl Darlow,3.0,30,190,England,right,GB1
99559,Alberto Perea,1.2,30,175,Spain,right,ES1
99922,Marc Bartra,10.0,30,184,Spain,right,ES1
100131,William Carvalho,15.0,29,187,Portugal,right,ES1
100176,Gianmarco Zigoni,0.225,30,188,Italy,right,IT1
100722,Lago Júnior,1.5,30,180,Cote d'Ivoire,right,ES1
100986,Thomas Meunier,12.0,29,191,Belgium,right,L1
101118,Joel Robles,4.0,31,197,Spain,right,ES1
101213,Pedro Obiang,5.0,29,186,Equatorial Guinea,right,IT1
101500,Matej Vydra,3.0,29,180,Czech Republic,right,GB1
102017,Jorginho,45.0,29,180,Italy,right,GB1
102146,Édgar Badía,2.0,29,180,Spain,,ES1
102226,Thorgan Hazard,27.0,28,175,Belgium,right,L1
102258,Matthew Lowton,2.5,32,180,England,right,GB1
102423,Leandro Cabrera,3.0,30,190,Uruguay,left,ES1
102470,Antonino Ragusa,0.5,31,183,Italy,right,IT1
102558,Marco Verratti,55.0,28,165,Italy,right,FR1
102744,Sébastien Corchia,2.0,30,176,France,right,FR1
102745,Luca Ceppitelli,2.0,32,186,Italy,both,IT1
102984,Antonio Junior Vacca,0.1,31,170,Italy,right,IT1
103427,Chris Smalling,12.0,31,194,England,right,IT1
103565,Wahbi Khazri,4.5,30,182,Tunisia,right,FR1
104124,Michail Antonio,12.0,31,180,Jamaica,right,GB1
104597,Bram Nuytinck,5.0,31,190,Netherlands,left,IT1
104752,Konstantinos Manolas,23.0,30,189,Greece,right,IT1
105470,Alisson,60.0,28,191,Brazil,right,GB1
105521,Ciro Immobile,38.0,31,185,Italy,right,IT1
106270,Florian Kainz,3.5,28,176,Austria,right,L1
106405,Jeffrey Gouweleeuw,7.0,30,187,Netherlands,right,L1
106872,Kevin Stöger,2.8,27,175,Austria,left,L1
106987,Marcel Sabitzer,42.0,27,177,Austria,right,L1
107010,Stefan Savic,25.0,30,187,Montenegro,right,ES1
107775,Frederik Rönnow,2.5,29,190,Denmark,right,L1
108354,Jordan Ayew,8.0,29,182,Ghana,right,GB1
108390,Thibaut Courtois,60.0,29,200,Belgium,left,ES1
108537,Jonas Hector,5.0,31,185,Germany,left,L1
108725,Chris Wood,8.0,29,191,New Zealand,right,GB1
108880,Koen Casteels,14.0,29,197,Belgium,left,L1
109751,Onel Hernández,2.0,28,172,Cuba,right,GB1
110036,Dominique Heintz,5.0,28,188,Germany,left,L1
110867,Jed Steer,0.8,28,182,England,left,GB1
110923,Mattia Perin,7.0,28,188,Italy,right,IT1
110925,Francesco Bardi,0.7,29,188,Italy,right,IT1
111038,Dennis Appiah,1.8,29,179,France,right,FR1
111039,Ishak Belfodil,2.8,29,192,Algeria,right,L1
111051,Nampalys Mendy,8.0,29,167,Senegal,right,GB1
111058,Arnaud Souquet,3.0,29,179,France,right,FR1
111078,Emil Forsberg,20.0,29,179,Sweden,right,L1
111114,Kevin Long,1.0,31,188,Ireland,right,GB1
111195,Joël Veltman,6.0,29,184,Netherlands,right,GB1
111196,Stefan de Vrij,50.0,29,189,Netherlands,right,IT1
111227,Andrea Conti,4.5,27,184,Italy,right,IT1
111266,Anthony Losilla,0.35,35,185,France,right,L1
111347,Lorenzo Tonelli,2.0,31,183,Italy,right,IT1
111433,Frédéric Veseli,0.6,28,183,Albania,right,IT1
111455,Granit Xhaka,22.0,28,186,Switzerland,left,GB1
111508,Allan Nyom,2.0,33,189,Cameroon,right,ES1
111630,Erik Lamela,16.0,29,184,Argentina,left,ES1
111819,Neto,6.0,32,190,Brazil,right,ES1
111828,Fransérgio,5.0,30,187,Brazil,right,FR1
111873,Emiliano Martínez,35.0,28,195,Argentina,right,GB1
111961,Suso,20.0,27,177,Spain,left,ES1
112302,Roberto Pereyra,10.0,30,182,Argentina,both,IT1
112343,Manolo Gabbiadini,5.0,29,186,Italy,left,IT1
112515,Marcos Alonso,12.0,30,188,Spain,left,GB1
112541,Andrey Lunev,5.0,29,190,Russia,right,L1
112935,Mark Uth,3.0,29,185,Germany,left,L1
112988,Cédric Soares,6.0,29,171,Portugal,right,GB1
113133,Germán Pezzella,7.5,30,187,Argentina,right,ES1
114340,Gabriel Silva,1.5,30,179,Brazil,left,FR1
115763,Koray Günter,5.0,27,186,Germany,right,IT1
116648,Marcus Bettinelli,2.5,29,194,England,right,GB1
117432,Kevin Behrens,0.9,30,184,Germany,right,L1
117674,Maximilian Arnold,19.0,27,184,Germany,left,L1
117996,Phil Jones,5.0,29,185,England,right,GB1
118278,Xavier Chavalerin,4.0,30,179,France,left,FR1
118284,Jordan Ferri,4.0,29,172,France,right,FR1
118397,Alessandro Schöpf,1.5,27,178,Austria,right,L1
118534,Michael Keane,25.0,28,188,England,right,GB1
118689,Leonardo Spinazzola,26.0,28,186,Italy,right,IT1
118847,Dominik Kohr,6.0,27,183,Germany,right,L1
118997,Aitor Fernández,6.0,30,182,Spain,right,ES1
119031,Kaan Ayhan,6.0,26,185,Turkey,right,IT1
119085,Loris Benito,3.0,29,184,Switzerland,left,FR1
119115,Diego Falcinelli,2.0,30,186,Italy,left,IT1
119211,Mitchell Weiser,3.0,27,177,Germany,right,L1
119228,Luis Muriel,30.0,30,179,Colombia,right,IT1
119234,Karim Onisiwo,3.5,29,188,Austria,right,L1
119235,Carlos Bacca,1.8,34,181,Colombia,right,ES1
119269,Shane Duffy,5.0,29,193,Ireland,right,GB1
119277,Yannick Gerhardt,10.0,27,184,Germany,left,L1
119296,Emre Can,26.0,27,186,Germany,right,L1
119905,Hugo Mallo,5.0,30,174,Spain,right,ES1
120095,José Campaña,15.0,28,179,Spain,right,ES1
120186,Daniel Bachmann,2.0,27,191,Austria,right,GB1
120205,Michael Gregoritsch,3.0,27,193,Austria,left,L1
120296,Benjamin Uphoff,0.5,28,191,Germany,right,L1
120443,Santiago Arias,6.0,29,177,Colombia,right,ES1
120565,Andre Gray,4.0,30,178,Jamaica,right,GB1
120629,Alphonse Areola,17.0,28,195,France,right,GB1
120651,Vincent Le Goff,1.2,31,177,France,left,FR1
121257,Adam Forshaw,2.0,29,175,England,right,GB1
121385,Grant Hanley,4.0,29,188,Scotland,right,GB1
121477,Craig Dawson,3.0,31,188,England,right,GB1
121483,Jan Oblak,70.0,28,188,Slovenia,right,ES1
121686,Cristian Gamboa,0.7,31,175,Costa Rica,right,L1
121985,Juan Jesus,2.0,30,185,Brazil,left,IT1
122043,Héctor Herrera,7.0,31,180,Mexico,right,ES1
122153,Paul Pogba,60.0,28,191,France,both,GB1
122155,Willian José,18.0,29,189,Brazil,right,ES1
122797,Andy Delort,16.0,29,182,Algeria,right,FR1
123261,Vlad Chiriches,3.5,31,184,Romania,right,IT1
123682,Callum Wilson,22.0,29,180,England,right,GB1
124410,Rani Khedira,5.0,27,188,Germany,right,L1
124502,Matthias Ginter,30.0,27,191,Germany,right,L1
124555,Cristiano Biraghi,9.0,28,185,Italy,left,IT1
124732,John Anthony Brooks,14.0,28,193,United States,left,L1
124884,Marco Bizot,5.0,30,193,Netherlands,right,FR1
125020,José Luis Palomino,10.0,31,188,Argentina,left,IT1
125314,Pontus Jansson,5.0,30,194,Sweden,right,GB1
125350,Sébastien Renot,0.25,31,185,France,,FR1
125614,Sargis Adamyan,3.5,28,184,Armenia,right,L1
125714,Mark Flekken,2.5,28,194,Netherlands,both,L1
125781,Antoine Griezmann,60.0,30,176,France,left,ES1
125783,Sanjin Prcic,2.0,27,182,Bosnia-Herzegovina,right,FR1
125858,Kerem Demirbay,18.0,28,183,Germany,left,L1
126281,Alexander Hack,2.0,27,193,Germany,left,L1
126414,Hakan Calhanoglu,35.0,27,178,Turkey,right,IT1
126422,Allan,22.0,30,175,Brazil,right,GB1
126540,Samuel Umtiti,8.0,27,182,France,left,ES1
126557,Jonathan Gradit,3.0,28,180,France,right,FR1
126600,Kenny McLean,3.0,29,180,Scotland,left,GB1
126634,Francesco Rossi,0.1,30,193,Italy,right,IT1
126656,Faouzi Ghoulam,3.0,30,184,Algeria,left,IT1
126664,Lucas Digne,35.0,28,178,France,left,GB1
126665,Idrissa Gueye,15.0,31,174,Senegal,right,FR1
126673,Adama Soumaoro,4.0,29,186,France,right,IT1
126683,Tristan Dingomé,1.3,30,174,Cameroon,left,FR1
126699,Vincent Pajot,1.5,31,180,France,right,FR1
126710,Layvin Kurzawa,12.0,28,182,France,left,FR1
126711,Kévin Malcuit,3.5,30,178,France,right,IT1
126716,Paco Alcácer,22.0,27,175,Spain,right,ES1
126719,Juan Bernat,16.0,28,170,Spain,left,FR1
126729,Patric,6.5,28,184,Spain,right,IT1
126737,Juanmi,2.5,28,172,Spain,right,ES1
126751,Iñigo Ruiz de Galarreta,3.0,28,175,Spain,right,ES1
127032,Serge Aurier,20.0,28,176,Cote d'Ivoire,right,GB1
127075,Manuel Cabit,0.3,28,180,Martinique,left,FR1
127076,Jérôme Roussillon,7.0,28,175,France,left,L1
127108,Florian Lejeune,4.5,30,190,France,right,ES1
127142,Jonas Martin,2.5,31,184,France,right,FR1
127156,Téji Savanier,11.0,29,171,France,right,FR1
127181,Benjamin Lecomte,10.0,30,186,France,left,ES1
127182,Thomas Monconduit,2.0,30,184,France,right,FR1
127187,Abdoulaye Doucouré,25.0,28,183,France,right,GB1
127189,Geoffrey Kondogbia,15.0,28,188,Central African Republic,left,ES1
127202,Matz Sels,6.5,29,188,Belgium,right,FR1
127610,Mexer,1.2,32,188,Mozambique,right,FR1
128220,Luis Alberto,45.0,28,183,Spain,right,IT1
128223,Álvaro Morata,45.0,28,187,Spain,right,IT1
128899,Jack Butland,2.0,28,196,England,right,GB1
128900,Nathaniel Chalobah,5.0,26,185,England,right,GB1
128901,Conor Coady,25.0,28,185,England,right,GB1
128904,Ben Gibson,7.0,28,185,England,left,GB1
128969,Mathew Ryan,6.0,29,184,Australia,right,ES1
129078,Nathan Redmond,18.0,27,173,England,right,GB1
129129,João Pedro,18.0,29,184,Brazil,right,IT1
129444,David López,2.5,31,185,Spain,right,ES1
129473,Rafinha,15.0,28,174,Brazil,left,FR1
129476,Gerard Deulofeu,10.0,27,177,Spain,right,IT1
129588,Dennis Praet,18.0,27,181,Belgium,right,GB1
129674,Jeremy Toljan,5.0,27,182,Germany,right,IT1
129893,Molla Wagué,0.8,30,191,Mali,right,FR1
129990,Hyun-jun Suk,1.0,30,190,"Korea, South",right,FR1
130164,Jordan Pickford,25.0,27,185,England,left,GB1
130360,Simone Verdi,8.0,29,174,Italy,both,IT1
130365,Alessandro Florenzi,13.0,30,173,Italy,right,IT1
130765,Stuart Armstrong,8.0,29,183,Scotland,right,GB1
131075,Francesco Acerbi,10.0,33,192,Italy,left,IT1
131102,Jeison Murillo,7.0,29,182,Colombia,right,IT1
131275,Choco Lozano,2.2,28,183,Honduras,right,ES1
131505,Rodrigo,18.0,30,182,Spain,left,GB1
131667,Ramon Azeez,0.8,28,170,Nigeria,right,ES1
131731,Mehdi Bourabia,2.3,30,183,Morocco,right,IT1
131789,Roberto Firmino,50.0,29,181,Brazil,right,GB1
131827,Jere Uronen,2.5,27,177,Finland,left,FR1
131951,Kevin Lasagna,6.0,29,181,Italy,left,IT1
131978,Ross Barkley,20.0,27,185,England,right,GB1
131996,Bertrand Traoré,20.0,25,181,Burkina Faso,left,GB1
132098,Harry Kane,120.0,28,188,England,right,GB1
133179,Marten de Roon,23.0,30,185,Netherlands,right,IT1
133794,Edgar Méndez,2.2,31,187,Spain,right,ES1
133964,Lorenzo Insigne,48.0,30,163,Italy,right,IT1
134270,Dan Burn,5.0,29,201,England,left,GB1
134277,Julian Jeanvier,1.0,29,183,Guinea,right,GB1
134294,Danny Ings,22.0,29,178,England,right,GB1
134425,Raheem Sterling,90.0,26,170,England,right,GB1
134883,Daniele Baselli,5.0,29,182,Italy,right,IT1
134983,Andrea La Mantia,2.0,30,190,Italy,right,IT1
135208,Riza Durmisi,0.7,27,168,Denmark,left,IT1
135343,Fabian Schär,9.0,29,186,Switzerland,right,GB1
135492,Youssouf Sabaly,6.5,28,173,Senegal,right,ES1
135617,Thiago Mendes,15.0,29,177,Brazil,right,FR1
135747,Luca Lezzerini,0.7,26,195,Italy,right,IT1
135853,Manuel Lanzini,10.0,28,167,Argentina,right,GB1
136133,Andrea Schiavone,0.3,28,176,Italy,right,IT1
136181,Havard Nielsen,1.2,28,187,Norway,right,L1
136514,Charalampos Lykogiannis,2.5,27,190,Greece,left,IT1
137616,Okay Yokuslu,7.5,27,191,Turkey,right,ES1
137745,Marçal,1.8,32,178,Brazil,left,GB1
138055,Haris Belkebla,2.5,27,177,Algeria,right,FR1
138927,Daniel Carvajal,30.0,29,173,Spain,right,ES1
139208,Virgil van Dijk,55.0,30,193,Netherlands,right,GB1
139279,Nicolas Pallois,1.5,33,189,France,left,FR1
139435,Dani Rodríguez,1.2,33,178,Spain,right,ES1
139895,Tomás Pina,1.2,33,185,Spain,right,ES1
140191,Ryan Fredericks,2.5,28,181,England,right,GB1
140436,Lei Wu,3.0,29,174,China,right,ES1
140757,Daniel Bessa,2.5,28,178,Italy,right,IT1
140776,Yannick Carrasco,40.0,27,181,Belgium,right,ES1
140803,Anthony Limbombe,2.0,27,177,Belgium,right,FR1
140804,Jordan Lukaku,2.2,27,177,Belgium,left,IT1
141050,Danilo Pereira,20.0,29,188,Portugal,right,FR1
141660,Jesse Lingard,22.0,28,174,England,right,GB1
141834,Cristian Tello,7.5,30,178,Spain,both,ES1
142021,Sergi Darder,6.0,27,180,Spain,right,ES1
142281,Anthony Ujah,0.8,30,180,Nigeria,right,L1
142310,Willy Boly,14.0,30,195,Cote d'Ivoire,right,GB1
142389,Mark Gillespie,0.4,29,191,England,right,GB1
142920,Aleksandar Trajkovski,0.4,28,179,North Macedonia,right,ES1
143029,Stefan Mitrovic,2.2,31,189,Serbia,both,ES1
143424,Alex Oxlade-Chamberlain,18.0,28,175,England,right,GB1
143559,Matija Nastasic,5.0,28,188,Serbia,left,IT1
143798,Pavel Kaderabek,8.0,29,182,Czech Republic,right,L1
143812,Matías Vecino,8.0,29,187,Uruguay,right,IT1
143891,Maximilian Philipp,7.0,27,183,Germany,right,L1
144028,Leandro Trossard,17.0,26,172,Belgium,right,GB1
144128,Matías Dituro,1.0,34,191,Argentina,right,ES1
144143,Bartosz Bereszynski,6.0,29,183,Poland,right,IT1
145115,Valon Berisha,3.5,28,176,Kosovo,right,FR1
145707,Danilo,20.0,30,184,Brazil,right,IT1
145769,Sergio León,1.2,32,176,Spain,right,ES1
145866,Munas Dabbur,6.0,29,182,Israel,right,L1
145988,Wilfried Zaha,45.0,28,180,Cote d'Ivoire,right,GB1
146143,Zinédine Machach,0.55,25,185,France,right,IT1
146163,Raphael Framberger,2.0,25,179,Germany,right,L1
146227,Jasper Cillessen,5.0,32,187,Netherlands,right,ES1
146310,Wataru Endo,10.0,28,178,Japan,right,L1
146714,Tomas Koubek,1.5,28,197,Czech Republic,right,L1
146752,Gianluca Caprari,6.0,28,171,Italy,right,IT1
146795,Ryan Fraser,10.0,27,163,Scotland,right,GB1
146799,Alberto Brignoli,1.2,30,188,Italy,left,IT1
146805,Majeed Waris,2.0,29,172,Ghana,right,FR1
146854,Wissam Ben Yedder,35.0,31,170,France,both,FR1
147038,Cédric Brunner,2.8,27,180,Switzerland,right,L1
147359,Jeremy Dudziak,2.0,25,176,Germany,left,L1
147485,Louis Schaub,2.0,26,177,Austria,left,L1
147573,Sebastian Andersson,4.5,30,190,Sweden,right,L1
148153,Lewis Dunk,25.0,29,192,England,right,GB1
148252,Remo Freuler,25.0,29,180,Switzerland,right,IT1
148262,Jeff Hendrick,9.0,29,185,Ireland,right,GB1
148355,Jens Jönsson,4.0,28,182,Denmark,right,ES1
148367,Christian Nörgaard,3.5,27,187,Denmark,right,GB1
148368,Divock Origi,12.0,26,185,Belgium,right,GB1
148455,Mohamed Salah,100.0,29,175,Egypt,left,GB1
148824,Soma Novothny,0.4,27,185,Hungary,right,L1
148928,Saúl Ñíguez,40.0,26,184,Spain,left,ES1
148967,Konstantinos Stafylidis,1.2,27,178,Greece,left,L1
149231,Fidel,2.0,31,180,Spain,left,ES1
149498,Gabriel Paulista,15.0,30,187,Brazil,right,ES1
149579,Elbasan Rashani,0.5,28,181,Kosovo,left,FR1
151470,Nikola Vukcevic,1.8,29,187,Montenegro,left,ES1
152317,Manuel Prietl,1.8,30,187,Austria,right,L1
152963,Florian Niederlechner,4.0,30,187,Germany,left,L1
153084,Leon Goretzka,70.0,26,189,Germany,right,L1
153427,Bebé,0.8,31,190,Portugal,right,ES1
153555,Sebastian Griesbeck,1.0,30,189,Germany,right,L1
153678,Kingsley Schindler,0.8,28,183,Germany,right,L1
154396,Danilo Soares,1.5,29,170,Brazil,left,L1
154578,Saulo Decarli,0.55,29,188,Switzerland,right,L1
155423,Varazdat Haroyan,0.9,28,187,Armenia,right,ES1
156501,Felipe,12.0,32,190,Brazil,right,ES1
156617,Marcelo Brozovic,40.0,28,181,Croatia,both,IT1
156779,Erik Thommy,2.5,27,175,Germany,right,L1
157495,Benjamin Mendy,20.0,27,185,France,left,GB1
157506,Jeffrey Schlupp,9.0,28,178,Ghana,left,GB1
157507,Adrien Tamèze,6.0,27,180,Cameroon,right,IT1
157509,Kurt Zouma,32.0,26,190,France,right,GB1
157635,Yussuf Poulsen,21.0,27,192,Denmark,right,L1
157672,Vladimir Coufal,12.0,28,179,Czech Republic,right,GB1
157849,Lukasz Teodorczyk,0.75,30,188,Poland,right,IT1
158704,Jon Ander Garrido,0.6,31,185,Spain,right,ES1
158764,Stuart Dallas,4.0,30,183,Northern Ireland,right,GB1
158791,Sergio Postigo,1.2,32,185,Spain,right,ES1
158795,David Timor,1.5,31,185,Spain,left,ES1
158863,Iñigo Martínez,20.0,30,182,Spain,left,ES1
159088,Robert Andrich,7.0,26,187,Germany,right,L1
159372,Felipe Anderson,10.0,28,175,Brazil,right,IT1
159471,Serge Gnabry,70.0,26,176,Germany,right,L1
159844,Christopher Lenz,5.0,26,180,Germany,left,L1
159883,Ernesto Torregrossa,5.5,29,184,Italy,left,IT1
159907,Jonathan Iglesias,0.35,32,170,Uruguay,right,FR1
160241,Kevin Akpoguma,5.0,26,192,Nigeria,right,L1
160344,Leonardo Mancuso,4.0,29,182,Italy,right,IT1
160438,Mohamed Elneny,10.0,29,179,Egypt,right,GB1
160929,Marvin Schwäbe,1.0,26,188,Germany,right,L1
160938,Marc Oliver Kempf,8.0,26,186,Germany,left,L1
160963,Robin Zentner,5.0,26,195,Germany,right,L1
160968,Benno Schmitz,0.8,26,182,Germany,right,L1
161011,Filip Kostic,35.0,28,184,Serbia,left,L1
161056,Joshua Kimmich,90.0,26,177,Germany,right,L1
161204,Julian Green,1.5,26,176,United States,right,L1
161869,Djibril Sidibé,8.0,29,182,France,right,FR1
162027,David Gil,0.8,27,186,Spain,right,ES1
162029,Javier Manquillo,3.0,27,178,Spain,right,GB1
162038,Raúl de Tomás,10.0,26,180,Spain,right,ES1
162056,Gonzalo Melero,4.5,27,183,Spain,right,ES1
162074,Álvaro Vadillo,0.7,26,180,Spain,right,ES1
162434,Niklas Stark,10.0,26,190,Germany,right,L1
162652,Filip Malbasic,1.2,28,182,Serbia,right,ES1
162959,Daniele Rugani,5.0,27,190,Italy,right,IT1
162961,Valerio Verre,3.5,27,181,Italy,both,IT1
163086,Cristiano Piccini,2.2,28,189,Italy,right,ES1
163222,Grégoire Defrel,5.0,30,179,Martinique,left,IT1
163568,Alfred Gomis,7.0,27,196,Senegal,right,FR1
163639,Federico Ceccherini,3.5,29,187,Italy,right,IT1
163652,Jacopo Furlan,0.3,28,189,Italy,right,IT1
163744,Jack Stephens,5.0,27,185,England,right,GB1
164020,Marco Pinato,0.5,26,175,Italy,left,IT1
164534,Francesco Forte,2.7,28,187,Italy,left,IT1
164759,Pawel Wszolek,2.5,29,186,Poland,right,L1
164770,Raphaël Varane,70.0,28,191,France,right,GB1
164771,Jordan Veretout,33.0,28,177,France,right,IT1
165007,Denis Suárez,12.0,27,176,Spain,right,ES1
165467,Stole Dimitrievski,1.2,27,188,North Macedonia,right,ES1
165513,Berat Djimsiti,22.0,28,190,Albania,right,IT1
165531,Jacopo Dezi,0.8,29,178,Italy,right,IT1
165793,Takumi Minamino,12.0,26,174,Japan,right,GB1
165895,Matteo Politano,30.0,28,171,Italy,left,IT1
166237,Leandro Paredes,22.0,27,180,Argentina,right,FR1
166240,Jürgen Locadia,5.0,27,185,Netherlands,right,GB1
166601,Niklas Süle,35.0,25,195,Germany,right,L1
166677,Brian Oliván,0.8,27,175,Spain,left,ES1
166683,Mamadou Sylla,1.5,27,184,Senegal,right,ES1
167329,Alassane Plea,22.0,28,181,France,right,L1
167342,Adrian Grbic,5.0,25,188,Austria,both,FR1
167491,Stefano Sabelli,1.9,28,176,Italy,right,IT1
167721,Chimy Ávila,10.0,27,172,Argentina,left,ES1
167727,Andrea Belotti,35.0,27,181,Italy,right,IT1
167796,Paolo Faragò,2.0,28,187,Italy,right,IT1
167799,Pierre-Emile Höjbjerg,40.0,26,185,Denmark,right,GB1
167850,Memphis Depay,45.0,27,176,Netherlands,right,ES1
167859,Stefano Sturaro,4.5,28,181,Italy,right,IT1
168157,Leander Dendoncker,30.0,26,188,Belgium,right,GB1
168471,Renaud Emond,2.0,29,186,Belgium,right,FR1
168543,Levin Öztunali,2.5,25,185,Germany,right,L1
168959,Nemanja Radoja,2.5,28,186,Serbia,right,ES1
168989,Silvan Widmer,4.0,28,183,Switzerland,right,L1
169179,Alan Empereur,1.0,27,186,Brazil,left,IT1
169497,Juan Cruz,2.2,29,182,Spain,left,ES1
169880,Giovanni Di Lorenzo,24.0,28,183,Italy,right,IT1
170321,Paul Dummett,3.0,29,183,Wales,left,GB1
170459,Jérôme Phojo,0.3,28,178,France,right,FR1
170472,Dimitri Foulquier,3.5,28,183,Guadeloupe,right,ES1
170481,Jean-Daniel Akpa Akpro,3.5,28,180,Cote d'Ivoire,right,IT1
170487,Josué Albert,0.3,29,187,French Guiana,left,FR1
170517,Marius Funk,0.2,25,187,Germany,right,L1
170527,Timo Werner,65.0,25,181,Germany,right,GB1
170544,Christophe Hérelle,3.5,28,188,Martinique,right,FR1
170646,Ludwig Augustinsson,10.0,27,181,Sweden,left,ES1
170929,Massadio Haidara,2.5,28,179,Mali,left,FR1
170934,Mario Lemina,10.0,27,184,Gabon,right,FR1
170953,Stéphane Bahoken,6.5,29,185,Cameroon,right,FR1
170961,Thomas Delaine,1.8,29,180,France,left,FR1
170986,Raphaël Guerreiro,40.0,27,170,Portugal,left,L1
171159,Leo Stulac,3.0,26,175,Slovenia,right,IT1
171209,Branimir Hrgota,2.0,28,185,Sweden,left,L1
171399,Nicola Murru,3.5,26,180,Italy,left,IT1
171424,Riyad Mahrez,42.0,30,179,Algeria,left,GB1
171679,Matt Doherty,16.0,29,185,Ireland,right,GB1
172015,Fernando Pacheco,8.0,29,185,Spain,left,ES1
172142,Hernâni,1.2,30,180,Portugal,left,ES1
173491,Joel Pohjanpalo,2.5,26,186,Finland,right,L1
173504,James Tarkowski,25.0,28,185,England,right,GB1
173859,Davide Zappacosta,8.0,29,182,Italy,right,GB1
173900,Hélder Costa,10.0,27,179,Angola,left,GB1
174094,Morgan Sanson,16.0,27,180,France,right,GB1
174733,Omar Colley,6.0,28,191,The Gambia,left,IT1
174915,Islam Slimani,3.0,33,188,Algeria,right,FR1
175323,Óscar Duarte,0.8,32,186,Costa Rica,right,ES1
175446,Jonny Otto,15.0,27,175,Spain,both,GB1
175449,Moi Gómez,8.0,27,176,Spain,right,ES1
175451,Joel Valencia,0.4,26,164,Ecuador,right,GB1
175639,Jonathan Clauss,8.0,28,178,France,right,FR1
175722,Eric Dier,22.0,27,188,England,right,GB1
176139,Mattia Bani,3.0,27,188,Italy,right,IT1
176553,Aymeric Laporte,45.0,27,189,Spain,left,GB1
177046,Rubén Duarte,4.0,25,179,Spain,left,ES1
177065,Florin Andone,2.0,28,180,Romania,right,GB1
177452,Abdón Prats,2.0,28,181,Spain,left,ES1
177467,Gerard Moreno,40.0,29,180,Spain,left,ES1
177476,Nathan Aké,32.0,26,180,Netherlands,left,GB1
177690,Miguel Trauco,1.8,28,175,Peru,left,FR1
177779,Janik Haberer,5.0,27,186,Germany,right,L1
177843,Domenico Berardi,35.0,27,183,Italy,left,IT1
177847,Adnan Januzaj,12.0,26,186,Belgium,left,ES1
177862,Charly Musonda Jr.,1.0,24,173,Belgium,right,GB1
177907,Harry Maguire,50.0,28,194,England,right,GB1
