ID,Ime,TrznaVrednost,Starost,Visina,Drzavljanstvo,MocnejsaNoga,Liga
178313,Jean-Eudes Aholou,4.0,27,187,Cote d'Ivoire,left,FR1
178425,Dani García,3.0,31,179,Spain,right,ES1
178459,Davie Selke,2.8,26,194,Germany,right,L1
179635,Philipp Förster,3.5,26,188,Germany,left,L1
179643,Vladimir Darida,3.5,31,172,Czech Republic,right,L1
181136,Piotr Zielinski,50.0,27,180,Poland,both,IT1
181378,Gaëtan Laborde,15.0,27,181,France,left,FR1
181380,Arthur Masuaku,7.0,27,179,DR Congo,left,GB1
181382,Abdoulaye Touré,4.0,27,188,France,right,FR1
181547,Gonçalo Paciência,5.0,27,184,Portugal,right,L1
181579,James Ward-Prowse,30.0,26,177,England,right,GB1
181767,Marquinhos,75.0,27,183,Brazil,right,FR1
181768,Hernani,6.5,27,188,Brazil,both,IT1
181778,Emerson,14.0,27,180,Italy,left,FR1
182574,Jean-Paul Boëtius,5.0,27,178,Netherlands,right,L1
182579,Karim Rekik,3.0,26,186,Netherlands,left,ES1
182618,Tiemoué Bakayoko,20.0,27,189,France,right,GB1
182712,João Cancelo,55.0,27,182,Portugal,right,GB1
182875,Jean-Charles Castelletto,2.5,26,185,Cameroon,both,FR1
182877,Anthony Martial,45.0,25,181,France,right,GB1
182889,Wylan Cyprien,6.0,26,180,France,right,FR1
182893,Seko Fofana,12.0,26,183,Cote d'Ivoire,right,FR1
182894,Jean-Philippe Gbamin,15.0,25,186,Cote d'Ivoire,right,GB1
182904,Clément Lenglet,25.0,26,186,France,left,ES1
182906,Mike Maignan,25.0,26,191,France,right,IT1
182913,Adrien Rabiot,30.0,26,188,France,left,IT1
182916,Wesley Saïd,1.5,26,171,France,right,FR1
182923,Stefano Denswil,3.5,28,188,Netherlands,left,IT1
183031,Koffi Djidji,1.8,28,184,Cote d'Ivoire,right,IT1
183288,Luke Shaw,42.0,26,185,England,left,GB1
183318,Jamaal Lascelles,13.0,27,188,England,right,GB1
183321,Kevin Mbabu,12.0,26,184,Switzerland,right,L1
183334,Patrick Bamford,22.0,27,185,England,left,GB1
183647,Álvaro González,7.0,31,182,Spain,right,FR1
183720,Anwar El Ghazi,13.0,26,189,Netherlands,right,GB1
183780,Paul Seguin,2.5,26,186,Germany,right,L1
183841,Petar Stojanovic,0.85,25,178,Slovenia,right,IT1
184528,Emil Krafth,3.5,27,184,Sweden,right,GB1
184573,Victor Lindelöf,24.0,27,187,Sweden,right,GB1
184575,Denys Bain,1.5,28,181,France,both,FR1
184672,Guido Carrillo,2.0,30,191,Argentina,right,ES1
184767,Ximo Navarro,1.8,31,176,Spain,right,ES1
184779,Gonzalo Verdú,0.8,32,188,Spain,right,ES1
184894,Alfred Duncan,10.0,28,178,Ghana,left,IT1
184922,Ambroise Oyongo,2.2,30,176,Cameroon,left,FR1
184935,Kalifa Coulibaly,2.0,30,197,Mali,right,FR1
185077,Vincenzo Grifo,12.0,28,180,Italy,right,L1
185164,Jacob Barrett Laursen,0.7,26,179,Denmark,left,L1
186368,Valentino Lazaro,10.0,25,180,Austria,right,IT1
186477,Herbert Bockhorn,0.75,26,176,Uganda,right,L1
186590,John Stones,30.0,27,188,England,right,GB1
186644,Mohamed Elyounoussi,12.0,27,178,Norway,right,GB1
186862,Enzo Roco,2.0,29,192,Chile,right,ES1
187245,Mitchell Dijks,3.5,28,194,Netherlands,left,IT1
187491,Timo Baumgartl,3.0,25,190,Germany,right,L1
187492,Julian Brandt,20.0,25,185,Germany,right,L1
187587,Ante Rebic,32.0,27,185,Croatia,right,IT1
187624,Fabian Bredlow,0.5,26,190,Germany,both,L1
188854,Manu Trigueros,12.0,29,178,Spain,right,ES1
188888,Sheraldo Becker,3.0,26,180,Suriname,right,L1
188930,Danijel Petkovic,0.7,28,196,Montenegro,right,FR1
189441,Lucas Ocampos,40.0,27,187,Argentina,both,ES1
189475,Carlos Gruezo,5.0,26,171,Ecuador,right,L1
189744,Paul Nardi,1.8,27,188,France,right,FR1
190263,Predrag Rajkovic,9.0,25,192,Serbia,right,FR1
190284,Maximilian Eggestein,7.5,24,181,Germany,right,L1
190289,Gerrit Holtmann,1.8,26,185,Philippines,left,L1
190393,Corentin Tolisso,20.0,27,181,France,right,L1
190685,Bouna Sarr,4.0,29,177,France,right,L1
191217,Héctor Bellerín,25.0,26,178,Spain,right,GB1
191422,Mahmoud Dahoud,16.0,25,178,Germany,right,L1
191614,Fred,22.0,28,169,Brazil,left,GB1
191891,Arkadiusz Milik,22.0,27,186,Poland,left,FR1
192009,Unai López,12.0,25,170,Spain,right,ES1
192080,Nick Pope,15.0,29,198,England,right,GB1
192268,Niklas Klinger,0.1,25,187,Germany,right,L1
192279,Kepa Arrizabalaga,13.0,26,186,Spain,right,GB1
192300,Max Christiansen,0.5,24,185,Germany,right,L1
192565,Leroy Sané,60.0,25,183,Germany,left,L1
192635,Nico Elvedi,28.0,24,189,Switzerland,right,L1
192638,Nicolas Haas,2.0,25,178,Switzerland,right,IT1
192735,Stanislav Lobotka,9.0,26,172,Slovakia,both,IT1
192765,Ben Davies,16.0,28,181,Wales,left,GB1
192875,William Troost-Ekong,4.0,27,191,Nigeria,right,GB1
193004,Waldemar Anton,9.0,25,189,Germany,right,L1
193098,Álex Moreno,6.0,28,179,Spain,left,ES1
193116,John McGinn,30.0,26,178,Scotland,left,GB1
193130,Rachid Alioui,2.5,29,186,Morocco,right,FR1
193256,Gauthier Gallon,1.5,28,186,France,right,FR1
193534,Hamadi Al Ghaddioui,0.5,30,190,Morocco,right,L1
193782,Lucas Alario,20.0,28,184,Argentina,right,L1
193784,Carlos Clerc,3.0,29,181,Spain,left,ES1
193867,Liam Henderson,2.2,25,183,Scotland,right,IT1
193900,Marius Wolf,4.0,26,187,Germany,right,L1
194549,Simy,8.0,29,198,Nigeria,right,IT1
194638,Renato Steffen,4.5,29,170,Switzerland,left,L1
195171,Samu Castillejo,8.0,26,182,Spain,left,IT1
195246,Pascal Stenzel,2.5,25,183,Germany,right,L1
195605,José Pozo,1.5,25,171,Spain,left,ES1
195633,Charlie Taylor,4.0,27,176,England,left,GB1
195736,Florian Grillitsch,18.0,26,187,Austria,right,L1
195778,Alexander Nübel,6.0,24,193,Germany,right,FR1
196084,Marco Meyerhöfer,2.0,25,179,Germany,right,L1
196231,Marvin Friedrich,10.0,25,192,Germany,right,L1
196357,Jonathan Tah,22.0,25,195,Germany,right,L1
196421,Marvin Stefaniak,0.3,26,178,Germany,both,L1
196522,Dwight Gayle,4.0,31,174,England,right,GB1
196722,Remi Matthews,0.3,27,192,England,right,GB1
196948,Andreas Christensen,30.0,25,188,Denmark,right,GB1
197122,Unai García,1.5,28,186,Spain,left,ES1
197126,Kenan Kodro,1.0,28,188,Bosnia-Herzegovina,right,ES1
197135,Joseba Zaldua,5.0,29,176,Spain,right,ES1
197300,Federico Bernardeschi,15.0,27,183,Italy,left,IT1
197470,Mattia Caldara,5.0,27,187,Italy,right,IT1
197471,Roberto Gagliardini,15.0,27,188,Italy,right,IT1
197491,Alex Ferrari,1.8,27,191,Italy,right,IT1
197545,Ander Capa,6.0,29,175,Spain,right,ES1
197743,Filippo Costa,0.35,26,175,Italy,left,IT1
197745,Riccardo Fiamozzi,0.5,28,175,Italy,right,IT1
197747,Alessio Romagnoli,25.0,26,185,Italy,left,IT1
197838,Jamie Vardy,7.0,34,179,England,right,GB1
197929,Ivan Provedel,2.5,27,192,Italy,right,IT1
198008,André Silva,45.0,25,185,Portugal,right,L1
198116,Federico Dimarco,10.0,23,175,Italy,left,IT1
198589,Lewis Baker,3.5,26,182,England,both,GB1
198709,Cédric Hountondji,1.0,27,194,Benin,right,FR1
198873,Marco Modolo,0.5,32,186,Italy,right,IT1
199248,Bryan Cristante,18.0,26,186,Italy,right,IT1
199258,Andrea Petagna,15.0,26,190,Italy,left,IT1
199321,Rubén Blanco,5.0,26,188,Spain,right,ES1
199369,Sandro Ramírez,3.5,26,175,Spain,right,ES1
199527,Jacob Murphy,4.0,26,173,England,right,GB1
199604,Marco Firenze,0.35,28,180,Italy,right,IT1
199633,Raman Chibsah,0.4,28,177,Ghana,right,L1
199704,Yunis Abdelhamid,2.5,33,190,Morocco,left,FR1
199733,Danilo Cataldi,2.5,27,180,Italy,right,IT1
199927,Davide Biraschi,2.5,27,182,Italy,right,IT1
199953,Caleb Ekuban,7.0,27,182,Ghana,right,IT1
199976,Marco Sportiello,2.0,29,192,Italy,right,IT1
200056,Elseid Hysaj,13.0,27,182,Albania,right,IT1
200188,Mattia Aramu,3.0,26,180,Italy,left,IT1
200194,Federico Mattiello,0.75,26,184,Italy,right,IT1
200512,Sadio Mané,85.0,29,174,Senegal,right,GB1
201040,Marco Benassi,5.0,26,184,Italy,right,IT1
201574,Angus Gunn,3.0,25,196,England,right,GB1
202278,Flavien Tait,5.0,28,175,France,right,FR1
202318,Farid Boulaya,5.5,28,180,Algeria,right,FR1
202591,Benjamin Henrichs,12.0,24,183,Germany,right,L1
202886,Ruben Loftus-Cheek,18.0,25,191,England,right,GB1
203026,Danny Ward,6.0,28,191,Wales,right,GB1
203043,Pedro Bigas,1.2,31,181,Spain,left,ES1
203394,Andreas Pereira,8.0,25,178,Brazil,right,GB1
203411,Jakob Busk,0.25,27,189,Denmark,right,L1
203460,Jack Grealish,65.0,25,180,England,right,GB1
203496,Nabil Fekir,25.0,28,173,France,left,ES1
203504,Pierre-Yves Hamel,3.0,27,189,France,right,FR1
203746,Ruben Aguilar,12.0,28,172,France,right,FR1
203842,Viktor Kovalenko,5.0,25,,Ukraine,right,IT1
203853,Oleksandr Zinchenko,28.0,24,175,Ukraine,left,GB1
204069,Milan Skriniar,60.0,26,188,Slovakia,right,IT1
204072,Henrique,0.95,27,173,Brazil,left,FR1
204103,Adama Traoré,30.0,25,178,Spain,right,GB1
204198,Romain Saïss,10.0,31,188,Morocco,left,GB1
204294,Saman Ghoddos,3.0,27,177,Iran,right,GB1
204987,Dor Peretz,1.8,26,185,Israel,,IT1
205006,Rick Karsdorp,12.0,26,184,Netherlands,right,IT1
205054,Norbert Gyomber,0.8,29,189,Slovakia,right,IT1
205465,Marc-Aurèle Caillard,1.0,27,191,France,right,FR1
205503,Ibrahim Amadou,5.0,28,183,France,right,ES1
205544,Niklas Hauptmann,0.7,25,176,Germany,left,L1
205562,Thomas Lemar,25.0,25,171,France,left,ES1
205569,Mickaël Malsa,5.0,25,179,Martinique,right,ES1
205587,Opa Nguette,4.5,27,182,Senegal,right,FR1
205657,Rúnar Alex Rúnarsson,1.5,26,186,Iceland,right,GB1
205938,Mario Pasalic,23.0,26,188,Croatia,right,IT1
205940,Marko Pjaca,4.0,26,186,Croatia,right,IT1
206040,Raúl Jiménez,28.0,30,188,Mexico,right,GB1
206050,Paulo Dybala,50.0,27,177,Argentina,left,IT1
206225,Isaac Hayden,10.0,26,186,England,right,GB1
206912,Jimmy Cabot,2.0,27,164,France,right,FR1
206947,Kévin Rodrigues,3.5,27,170,Portugal,left,ES1
207006,Joshua Brenet,0.8,27,181,Netherlands,right,L1
207014,Will Hughes,7.0,26,185,England,left,GB1
207302,Sergio Rico,7.0,27,195,Spain,right,FR1
207597,Cedric Teuchert,1.7,24,182,Germany,right,L1
207715,Ibrahima Mbaye,1.4,26,188,Senegal,right,IT1
207834,Bono,18.0,30,192,Morocco,left,ES1
207877,Ruslan Malinovskyi,30.0,28,181,Ukraine,left,IT1
207917,Alberto Moreno,2.5,29,171,Spain,left,ES1
207929,Dele Alli,30.0,25,188,England,right,GB1
208166,Bartlomiej Dragowski,16.0,24,191,Poland,right,IT1
208379,Christian Walton,0.8,25,195,England,left,GB1
209212,Solly March,9.0,27,180,England,left,GB1
210178,Pablo Marí,7.0,27,193,Spain,left,GB1
211251,Darwin Machís,10.0,28,171,Venezuela,right,ES1
211389,Helibelton Palacios,1.0,28,181,Colombia,right,ES1
211530,Omer Hanin,0.2,23,192,Israel,both,L1
211637,Kiki Kouyaté,6.0,24,192,Mali,both,FR1
212391,Roger Martí,10.0,30,179,Spain,right,ES1
212723,Djibril Sow,15.0,24,184,Switzerland,right,L1
212804,Florian Tardieu,1.5,29,184,France,right,FR1
212847,Adam Webster,18.0,26,190,England,right,GB1
212862,Álex Remiro,20.0,26,191,Spain,right,ES1
213052,Jimmy Giraudon,1.5,29,184,France,right,FR1
213260,Rubén García,10.0,28,171,Spain,left,ES1
213670,Lucas Torró,2.2,27,190,Spain,right,ES1
213854,Cedric Gondo,0.85,24,187,Cote d'Ivoire,right,IT1
214056,Daniel Amartey,5.0,26,186,Ghana,right,GB1
214532,Pierrick Capelle,0.8,34,181,France,left,FR1
214775,Óliver Torres,13.0,26,175,Spain,right,ES1
215089,Djavan Anderson,0.4,26,178,Netherlands,right,IT1
215099,Daley Sinkgraven,9.0,26,179,Netherlands,left,L1
215114,Thomas Foket,6.0,26,177,Belgium,right,FR1
215118,Calum Chambers,12.0,26,182,England,right,GB1
215599,Lukas Klostermann,27.0,25,189,Germany,right,L1
215616,Erick Pulgar,9.0,27,187,Chile,right,IT1
215864,Mijat Gacinovic,3.5,26,175,Serbia,right,L1
215876,Ricardo Pereira,30.0,27,175,Portugal,right,GB1
215977,Adrien Thomasson,6.0,27,177,France,right,FR1
216179,Stefano Sensi,13.0,26,168,Italy,right,IT1
216181,Almamy Touré,5.5,25,183,France,right,L1
216464,Carlos Fernández,9.0,25,185,Spain,left,ES1
216569,Jérémie Boga,20.0,24,174,Cote d'Ivoire,right,IT1
216599,Domen Crnigoj,0.9,25,188,Slovenia,right,IT1
216804,Joakim Nilsson,2.5,27,185,Sweden,left,L1
216870,Nacho Vidal,2.0,26,180,Spain,right,ES1
217111,Hakim Ziyech,38.0,28,181,Morocco,left,GB1
217115,Neal Maupay,20.0,25,173,France,right,GB1
217144,Aleix Febas,1.0,25,172,Spain,right,ES1
221025,André Gomes,20.0,28,188,Portugal,right,GB1
221150,Djené,18.0,29,178,Togo,right,ES1
221151,Jodel Dossou,1.3,29,173,Benin,,FR1
221315,Kevin Vázquez,0.8,28,175,Spain,right,ES1
221316,Lucas Vázquez,15.0,30,173,Spain,right,ES1
221322,José Gayà,35.0,26,172,Spain,left,ES1
221611,Paulo Otávio,8.0,26,173,Brazil,left,L1
221624,Zack Steffen,6.0,26,191,United States,right,GB1
222209,Thomas Strakosha,14.0,26,193,Albania,right,IT1
222859,Florent Mollet,7.0,29,175,France,right,FR1
222876,Arbër Zeneli,5.0,26,176,Kosovo,right,FR1
223053,Quini,0.4,31,178,Spain,right,ES1
223725,Munir El Haddadi,10.0,25,175,Morocco,left,ES1
223967,Konrad Laimer,26.0,24,180,Austria,right,L1
223974,Stefan Posch,13.0,24,188,Austria,right,L1
223979,Xaver Schlager,27.0,23,174,Austria,left,L1
224044,Tiago Casasola,1.5,26,189,Argentina,right,IT1
224884,Abdul Rahman Baba,2.5,27,179,Ghana,left,GB1
225015,Carlos Akapo,0.8,28,179,Equatorial Guinea,right,ES1
225020,Mariano Díaz,10.0,28,180,Dominican Republic,right,ES1
225122,Gonçalo Guedes,25.0,24,179,Portugal,right,ES1
225161,Rúben Neves,45.0,24,180,Portugal,right,GB1
225452,Patrick Roberts,2.0,24,167,England,left,GB1
225462,José Mari,0.5,33,182,Spain,right,ES1
225593,Pere Milla,1.8,28,180,Spain,left,ES1
225657,Philipp Lienhart,14.0,25,189,Austria,right,L1
225693,Fabinho,60.0,27,188,Brazil,right,GB1
225873,Karol Linetty,6.0,26,176,Poland,right,IT1
226012,David Soria,9.0,28,192,Spain,right,ES1
226049,Freddie Woodman,10.0,24,188,England,right,GB1
226058,Luka Bogdan,0.8,25,195,Croatia,right,IT1
226073,Ivo Grbic,3.5,25,195,Croatia,right,FR1
226524,Morten Thorsby,7.0,25,189,Norway,right,IT1
226968,Sam McQueen,0.8,26,181,England,left,GB1
227081,Joaquín Correa,30.0,27,188,Argentina,right,IT1
227110,Jordan Torunarigha,9.0,24,191,Germany,left,L1
227805,Jaume Doménech,4.0,30,185,Spain,right,ES1
227961,Jaime Mata,4.0,32,186,Spain,right,ES1
228645,Wout Weghorst,30.0,29,197,Netherlands,right,L1
228761,Jony,2.8,30,179,Spain,left,IT1
228917,Jorge Miramón,2.0,32,175,Spain,right,ES1
228948,Thilo Kehrer,25.0,24,186,Germany,right,FR1
228975,Julian Pollersbeck,0.6,27,195,Germany,right,FR1
229004,Moussa Dembélé,20.0,25,183,France,right,FR1
229005,Abdou Diallo,25.0,25,187,Senegal,left,FR1
229006,Franck Honorat,7.0,25,180,France,right,FR1
229604,Gerónimo Rulli,4.0,29,189,Argentina,right,ES1
229804,Aritz Elustondo,15.0,27,182,Spain,right,ES1
230784,Thomas Partey,40.0,28,185,Ghana,right,GB1
231572,Nélson Semedo,28.0,27,177,Portugal,right,GB1
231586,Jannes Horn,3.0,24,186,Germany,left,L1
232144,Milos Pantovic,0.6,25,185,Serbia,right,L1
232271,Sofiane Boufal,5.0,27,175,Morocco,right,FR1
232320,Atakan Karazor,2.0,24,191,Germany,right,L1
232418,Ondrej Duda,8.0,26,181,Slovakia,right,L1
232454,Nadiem Amiri,18.0,24,180,Germany,right,L1
233124,Kortney Hause,5.0,26,191,England,left,GB1
234029,Grischa Prömel,4.0,26,184,Germany,both,L1
234189,Trezeguet,10.0,26,179,Egypt,right,GB1
234375,Emil Berggreen,0.35,28,193,Denmark,right,L1
234523,Antonio Sanabria,7.5,25,181,Paraguay,right,IT1
234781,Maxwel Cornet,12.0,24,179,Cote d'Ivoire,left,FR1
234802,Renaud Ripart,5.0,28,181,France,right,FR1
234803,Andrew Robertson,65.0,27,178,Scotland,left,GB1
234811,Rui Silva,12.0,27,191,Portugal,left,ES1
234880,Lorenzo Andrenacci,0.15,26,188,Italy,right,IT1
235931,Alessandro Deiola,1.0,26,190,Italy,right,IT1
236045,Denis Bouanga,9.0,26,180,Gabon,right,FR1
236400,Léo Dubois,16.0,26,178,France,right,FR1
236471,Ozan Tufan,11.0,26,182,Turkey,right,GB1
236490,Ola Aina,6.0,24,184,Nigeria,right,IT1
236510,Sheyi Ojo,3.0,24,179,England,left,GB1
236953,Sam Byram,2.0,27,183,England,right,GB1
236956,Soufiane Chakla,0.8,27,188,Morocco,right,ES1
236981,Timo Hübers,1.8,25,190,Germany,right,L1
237164,Ihlas Bebou,16.0,27,183,Togo,right,L1
237499,Aleksandar Sedlar,0.5,29,180,Serbia,,ES1
237662,Breel Embolo,16.0,24,187,Switzerland,right,L1
237669,Dereck Kutesa,2.0,23,178,Switzerland,right,FR1
238223,Ederson,50.0,28,188,Brazil,left,GB1
238266,Duje Caleta-Car,25.0,24,192,Croatia,right,FR1
238407,Alexander Sörloth,16.0,25,194,Norway,left,L1
238537,Wladimiro Falcone,2.2,26,195,Italy,right,IT1
238626,Laurent Abergel,2.5,28,170,France,right,FR1
238639,Steve Mounié,7.0,26,190,Benin,right,FR1
238752,Keita Baldé,8.0,26,181,Senegal,both,FR1
238868,Rubén Peña,4.0,30,170,Spain,right,ES1
238947,Elio Capradossi,0.9,25,185,Italy,both,IT1
238950,Francesco Di Mariano,0.8,25,177,Italy,right,IT1
238993,Simone Scuffet,0.8,25,193,Italy,right,IT1
239099,Pietro Ceccaroni,1.5,25,188,Italy,left,IT1
239743,Przemyslaw Frankowski,2.0,26,176,Poland,right,FR1
239802,Adam Marusic,10.0,28,185,Montenegro,right,IT1
239941,Lukas Haraslin,1.3,25,182,Slovakia,right,IT1
239962,Denis Vavro,4.0,25,189,Slovakia,right,IT1
240219,Lorenzo Venuti,3.0,26,179,Italy,right,IT1
240274,Anderson Lucoqui,1.0,24,180,Angola,left,L1
240306,Bruno Fernandes,90.0,26,179,Portugal,right,GB1
240349,Cristiano Lombardi,0.35,26,180,Italy,right,IT1
240357,Luca Palmiero,1.8,25,177,Italy,right,IT1
240360,Esteban Saveljich,0.6,30,187,Montenegro,right,ES1
240414,Alex Meret,20.0,24,190,Italy,left,IT1
240692,Reinildo Mandava,9.0,27,180,Mozambique,left,FR1
240934,Filippo Bandinelli,0.7,26,180,Italy,left,IT1
241076,Emmanuel Gyasi,2.5,27,181,Ghana,right,IT1
241229,Jordan Amavi,9.0,27,176,France,left,FR1
241391,Oussama Idrissi,8.0,25,175,Morocco,right,ES1
241481,Jairo Riedewald,8.0,24,182,Netherlands,left,GB1
241527,Federico Bonazzoli,4.0,24,182,Italy,left,IT1
241641,Bernardo Silva,70.0,27,173,Portugal,left,GB1
241889,Antonio Barreca,2.0,26,183,Italy,left,FR1
241923,Lorenzo Montipò,3.5,25,191,Italy,right,IT1
241974,Nils-Jonathan Körber,0.35,24,189,Germany,right,L1
242086,Patrik Schick,28.0,25,191,Czech Republic,left,L1
242273,Pedro Chirivella,3.2,24,178,Spain,right,FR1
242359,Juan Musso,20.0,27,191,Argentina,right,IT1
242497,Pere Pons,3.5,28,177,Spain,right,ES1
242532,Rober Ibáñez,0.5,28,175,Spain,right,ES1
242631,Alex Iwobi,22.0,25,183,Nigeria,right,GB1
242940,Edoardo Goldaniga,2.0,27,193,Italy,right,IT1
243028,Jan Bednarek,25.0,25,189,Poland,right,GB1
243188,Lászlo Bénes,4.0,23,181,Slovakia,left,L1
243225,Samuel Mraz,0.5,24,183,Slovakia,right,IT1
243606,Anastasios Donis,1.0,24,178,Greece,right,FR1
243714,Kingsley Coman,65.0,25,180,France,right,L1
243737,Roli Pereira de Sa,0.3,24,177,France,right,FR1
244192,Pierluigi Gollini,17.0,26,194,Italy,right,GB1
244940,Salih Özcan,3.5,23,180,Germany,right,L1
245014,Enis Bardhi,15.0,26,172,North Macedonia,right,ES1
245056,Sasa Lukic,5.0,25,183,Serbia,right,IT1
245078,Nemanja Radonjic,6.0,25,185,Serbia,both,FR1
245744,Takuma Asano,3.0,26,173,Japan,right,L1
245893,Matt Miazga,3.0,26,193,United States,right,ES1
246204,Salvi Sánchez,2.0,30,170,Spain,right,ES1
246291,Diego Llorente,20.0,28,186,Spain,right,GB1
246335,Rubén Yáñez,2.0,27,188,Spain,right,ES1
246968,Ayoze Pérez,18.0,28,178,Spain,right,GB1
247366,Marcos Mauro,1.5,30,188,Argentina,right,ES1
247377,Kevin Bonifazi,7.0,25,187,Italy,right,IT1
247555,Edimilson Fernandes,5.0,25,190,Switzerland,right,L1
247661,Gideon Jung,0.7,26,189,Germany,right,L1
247915,Jonas Omlin,8.0,27,190,Switzerland,right,FR1
248330,Chema,0.8,29,189,Spain,left,ES1
248732,Pawel Dawidowicz,4.0,26,189,Poland,both,IT1
248738,Sergio Herrera,6.0,28,192,Spain,,ES1
248999,Lucas Höler,4.0,27,184,Germany,right,L1
249126,Harry Winks,20.0,25,178,England,right,GB1
249157,Fredrik Jensen,2.0,23,183,Finland,right,L1
249471,Saúl García,0.7,26,182,Spain,left,ES1
249513,Diego Rico,4.5,28,183,Spain,left,ES1
249565,Youri Tielemans,55.0,24,176,Belgium,right,GB1
249730,Guillermo Maripán,12.0,27,193,Chile,right,FR1
249873,Tariqe Fosu,2.5,25,180,Ghana,right,GB1
249994,José Sá,7.5,28,192,Portugal,right,GB1
250013,Angelo Fulgini,12.0,25,183,France,right,FR1
250153,Pasquale Mazzocchi,1.5,26,183,Italy,right,IT1
250426,Adam Armstrong,18.0,24,173,England,right,GB1
250478,Matt Targett,17.0,25,183,England,left,GB1
250779,Brendan Chardonnet,3.0,26,185,France,right,FR1
250781,Roberto Pirrello,0.25,25,191,Italy,right,IT1
250844,Alexander Djiku,6.5,27,182,Ghana,right,FR1
250845,José María Giménez,60.0,26,185,Uruguay,right,ES1
251075,Zeki Celik,20.0,24,180,Turkey,right,FR1
251106,Enes Ünal,7.0,24,187,Turkey,right,ES1
251299,Finn Dahmen,2.0,23,186,Germany,right,L1
251302,Niklas Dorsch,8.0,23,178,Germany,right,L1
251309,Dennis Geiger,10.0,23,173,Germany,right,L1
251664,Ivan Toney,28.0,25,185,England,right,GB1
251845,Sergi Canós,10.0,24,177,Spain,right,GB1
251848,Iñigo Córdoba,2.0,24,180,Spain,left,ES1
251876,Pablo Maffeo,3.5,24,172,Spain,right,ES1
251878,Aarón Martín,4.5,24,180,Spain,left,L1
251896,Jesús Vallejo,5.0,24,184,Spain,right,ES1
251897,Asier Villalibre,4.5,23,184,Spain,left,ES1
252345,Ken Sema,4.5,27,180,Sweden,left,GB1
252667,Fali,3.0,28,186,Spain,right,ES1
252677,José Luis Morales,6.0,34,180,Spain,right,ES1
253341,Rob Holding,18.0,25,189,England,right,GB1
253677,Tyrone Mings,30.0,28,195,England,left,GB1
254037,Iza Carcelén,1.5,28,170,Spain,right,ES1
255220,Romain Philippoteaux,0.7,33,170,France,both,FR1
255450,Aleksey Miranchuk,15.0,25,182,Russia,left,IT1
255488,Yeray Álvarez,20.0,26,182,Spain,right,ES1
255501,Iñigo Lekue,1.5,28,180,Spain,right,ES1
255508,Iñaki Williams,25.0,27,186,Spain,right,ES1
255653,Santi Mina,15.0,25,181,Spain,right,ES1
255744,Samir,5.0,26,188,Brazil,left,IT1
255755,Alex Telles,20.0,28,181,Brazil,left,GB1
255892,Josema,1.0,25,184,Spain,left,ES1
255901,Rodrigo de Paul,40.0,27,180,Argentina,right,ES1
255942,Nicolò Barella,65.0,24,172,Italy,right,IT1
256178,Joe Gomez,30.0,24,188,England,right,GB1
256267,Vedat Muriqi,9.0,27,194,Kosovo,left,IT1
256339,Emil Audero,14.0,24,192,Italy,right,IT1
256361,Daniele Verde,1.5,25,168,Italy,left,IT1
256448,Gianluca Mancini,30.0,25,190,Italy,right,IT1
256678,Filippo Romagna,3.0,24,186,Italy,right,IT1
256977,Daniel Podence,25.0,25,165,Portugal,right,GB1
256996,Guido Guerrieri,0.1,25,184,Italy,right,IT1
257062,Álvaro García,2.4,28,167,Spain,both,ES1
257376,Domingos Duarte,12.0,26,192,Portugal,right,ES1
257448,Gelson Martins,18.0,26,173,Portugal,right,FR1
257462,Luka Jovic,20.0,23,182,Serbia,both,ES1
257474,Vanja Milinković-Savić,0.8,24,202,Serbia,right,IT1
257732,Amir Rrahmani,14.0,27,192,Kosovo,both,IT1
257751,Simone Bastoni,3.0,24,181,Italy,left,IT1
257814,Gregor Kobel,13.0,23,194,Switzerland,right,L1
257851,Rúben Vezo,10.0,27,182,Portugal,right,ES1
258004,Rúben Dias,75.0,24,187,Portugal,right,GB1
258011,Xande Silva,0.8,24,177,Portugal,right,GB1
258027,Renato Sanches,30.0,24,176,Portugal,right,FR1
258267,Adam Jakubech,0.6,24,188,Slovakia,right,FR1
258482,Boris Radunović,0.3,25,194,Serbia,right,IT1
258883,Jonjoe Kenny,5.8,24,176,England,right,GB1
258916,Kieran Dowell,3.0,23,183,England,left,GB1
258919,Dean Henderson,22.0,24,188,England,right,GB1
258923,Marcus Rashford,85.0,23,185,England,right,GB1
259953,Rade Krunic,6.0,27,184,Bosnia-Herzegovina,right,IT1
260166,Ui-jo Hwang,5.0,28,185,"Korea, South",both,FR1
260655,Eduard Löwen,3.0,24,188,Germany,right,L1
260777,Sedrick Kalombo,0.125,26,178,Italy,right,IT1
260827,Joachim Andersen,22.0,25,192,Denmark,right,GB1
261905,Suat Serdar,9.0,24,184,Germany,right,L1
262226,Timothy Castagne,28.0,25,185,Belgium,right,GB1
262365,Antonio Puertas,5.0,29,183,Spain,right,ES1
262396,Unai Simón,20.0,24,190,Spain,right,ES1
262523,Davide Calabria,25.0,24,176,Italy,right,IT1
262749,David Raya,14.0,25,183,Spain,right,GB1
262939,Johan Mojica,2.0,29,185,Colombia,left,ES1
263236,Kevin Danso,5.0,22,190,Austria,right,FR1
263727,Joan Jordán,30.0,27,185,Spain,right,ES1
263801,Kasim Adams,1.7,26,190,Ghana,right,L1
263856,Víctor Camarasa,1.5,27,183,Spain,right,ES1
